"ColNum","Head1","Head2","SubFile","Evo","Reformat","VarName","Linked","Header"
48,"Has.your.child.repeatedly.exhibited.a.change.in.interest.in.daily.activities?","Yes/No","Psychiatric",,,,,"Has.your.child.repeatedly.exhibited.a.change.in.interest.in.daily.activities?_Yes/No"
49,"Has.your.child.repeatedly.exhibited.a.change.in.interest.in.daily.activities?","If.yes,.beginning.at.what.age?","Psychiatric",,,,,"Has.your.child.repeatedly.exhibited.a.change.in.interest.in.daily.activities?_If.yes,.beginning.at.what.age?"
50,"Has.your.child.repeatedly.exhibited.apathy.or.loss.of.interest?","Yes/No","Psychiatric",,,,,"Has.your.child.repeatedly.exhibited.apathy.or.loss.of.interest?_Yes/No"
51,"Has.your.child.repeatedly.exhibited.apathy.or.loss.of.interest?","If.yes,.beginning.at.what.age?","Psychiatric",,,,,"Has.your.child.repeatedly.exhibited.apathy.or.loss.of.interest?_If.yes,.beginning.at.what.age?"
52,"Has.your.child.repeatedly.exhibited.irritable.mood.or.mood.swings?","Yes/No","Psychiatric",,,,,"Has.your.child.repeatedly.exhibited.irritable.mood.or.mood.swings?_Yes/No"
53,"Has.your.child.repeatedly.exhibited.irritable.mood.or.mood.swings?","If.yes,.beginning.at.what.age?","Psychiatric",,,,,"Has.your.child.repeatedly.exhibited.irritable.mood.or.mood.swings?_If.yes,.beginning.at.what.age?"
54,"Has.your.child.repeatedly.exhibited.agitation?","Yes/No","Psychiatric",,,,,"Has.your.child.repeatedly.exhibited.agitation?_Yes/No"
55,"Has.your.child.repeatedly.exhibited.agitation?","If.yes,.beginning.at.what.age?","Psychiatric",,,,,"Has.your.child.repeatedly.exhibited.agitation?_If.yes,.beginning.at.what.age?"
56,"Has.your.child.repeatdly.exhibited.anxiety?","Yes/No","Psychiatric",,,,,"Has.your.child.repeatdly.exhibited.anxiety?_Yes/No"
57,"Has.your.child.repeatdly.exhibited.anxiety?","If.yes,.beginning.at.what.age?","Psychiatric",,,,,"Has.your.child.repeatdly.exhibited.anxiety?_If.yes,.beginning.at.what.age?"
58,"Has.your.child.repeatedly.exhibited.hyperactivity?","Yes/No","Psychiatric",,,,,"Has.your.child.repeatedly.exhibited.hyperactivity?_Yes/No"
59,"Has.your.child.repeatedly.exhibited.hyperactivity?","If.yes,.beginning.at.what.age?","Psychiatric",,,,,"Has.your.child.repeatedly.exhibited.hyperactivity?_If.yes,.beginning.at.what.age?"
60,"Has.your.child.repeatedly.exhibited.difficulty.in.concentrating?","Yes/No","Psychiatric",,,,,"Has.your.child.repeatedly.exhibited.difficulty.in.concentrating?_Yes/No"
61,"Has.your.child.repeatedly.exhibited.difficulty.in.concentrating?","If.yes,.beginning.at.what.age?","Psychiatric",,,,,"Has.your.child.repeatedly.exhibited.difficulty.in.concentrating?_If.yes,.beginning.at.what.age?"
62,"Has.your.child.repeatedly.exhibited.aggressiveness.or.self-injurious.behavior?","Yes/No","Psychiatric",,,,,"Has.your.child.repeatedly.exhibited.aggressiveness.or.self-injurious.behavior?_Yes/No"
63,"Has.your.child.repeatedly.exhibited.aggressiveness.or.self-injurious.behavior?","If.yes,.beginning.at.what.age?","Psychiatric",,,,,"Has.your.child.repeatedly.exhibited.aggressiveness.or.self-injurious.behavior?_If.yes,.beginning.at.what.age?"
64,"Has.your.child.repeatedly.exhibited.temper.tantrums?","Yes/No","Psychiatric",,,,,"Has.your.child.repeatedly.exhibited.temper.tantrums?_Yes/No"
65,"Has.your.child.repeatedly.exhibited.temper.tantrums?","If.yes,.beginning.at.what.age?","Psychiatric",,,,,"Has.your.child.repeatedly.exhibited.temper.tantrums?_If.yes,.beginning.at.what.age?"
66,"Has.your.child’s.ability.to.make.eye.contact.worsened.in.adolescence.or.adulthood?","Yes/No","Social Interest Status",,,,,"Has.your.child’s.ability.to.make.eye.contact.worsened.in.adolescence.or.adulthood?_Yes/No"
67,"Has.your.child’s.ability.to.make.eye.contact.worsened.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Social Interest Status",,,,,"Has.your.child’s.ability.to.make.eye.contact.worsened.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
68,"Has.your.child’s.ability.to.make.eye.contact.improved.in.adolescence.or.adulthood?","Yes/No","Social Interest Status",,,,,"Has.your.child’s.ability.to.make.eye.contact.improved.in.adolescence.or.adulthood?_Yes/No"
69,"Has.your.child’s.ability.to.make.eye.contact.improved.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Social Interest Status",,,,,"Has.your.child’s.ability.to.make.eye.contact.improved.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
70,"Has.your.child’s.interest.in.social.interaction.decreased.in.adolescence.or.adulthood?","Yes/No","Social Interest Status",,,,,"Has.your.child’s.interest.in.social.interaction.decreased.in.adolescence.or.adulthood?_Yes/No"
71,"Has.your.child’s.interest.in.social.interaction.decreased.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Social Interest Status",,,,,"Has.your.child’s.interest.in.social.interaction.decreased.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
72,"Has.your.child’s.interest.in.social.interaction.increased.in.adolescence.or.adulthood?","Yes/No","Social Interest Status",,,,,"Has.your.child’s.interest.in.social.interaction.increased.in.adolescence.or.adulthood?_Yes/No"
73,"Has.your.child’s.interest.in.social.interaction.increased.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Social Interest Status",,,,,"Has.your.child’s.interest.in.social.interaction.increased.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
74,"Has.your.child.had.any.changes.in.cognition.in.adolescence.or.adulthood?",,"Cognition Status",,,,,"Has.your.child.had.any.changes.in.cognition.in.adolescence.or.adulthood?"
75,"Has.your.child’s.cognition.worsened.in.adolescence.or.adulthood?","Yes/No","Cognition Status",,,,,"Has.your.child’s.cognition.worsened.in.adolescence.or.adulthood?_Yes/No"
76,"Has.your.child’s.cognition.worsened.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Cognition Status",,,,,"Has.your.child’s.cognition.worsened.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
77,"Has.your.child’s.cognition.improved.in.adolescence.or.adulthood?","Yes/No","Cognition Status",,,,,"Has.your.child’s.cognition.improved.in.adolescence.or.adulthood?_Yes/No"
78,"Has.your.child’s.cognition.improved.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Cognition Status",,,,,"Has.your.child’s.cognition.improved.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
79,"Has.your.child’s.ability.to.understand.verbal.commands.worsened.in.adolescence.or.adulthood?","Yes/No","Cognition Status",,,,,"Has.your.child’s.ability.to.understand.verbal.commands.worsened.in.adolescence.or.adulthood?_Yes/No"
80,"Has.your.child’s.ability.to.understand.verbal.commands.worsened.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Cognition Status",,,,,"Has.your.child’s.ability.to.understand.verbal.commands.worsened.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
81,"Has.your.child’s.ability.to.understand.verbal.commands.improved.in.adolescence.or.adulthood?","Yes/No","Cognition Status",,,,,"Has.your.child’s.ability.to.understand.verbal.commands.improved.in.adolescence.or.adulthood?_Yes/No"
82,"Has.your.child’s.ability.to.understand.verbal.commands.improved.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Cognition Status",,,,,"Has.your.child’s.ability.to.understand.verbal.commands.improved.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
83,"Has.your.child.had.a.change.in.his.or.her.ability.to.speak.in.adolescence.or.adulthood?",,"Speech",,,,,"Has.your.child.had.a.change.in.his.or.her.ability.to.speak.in.adolescence.or.adulthood?"
84,"Did.your.child.have.speech.and.completely.lose.the.ability.to.speak.in.adolescence.or.adulthood?","Yes/No","Speech Status",,,,,"Did.your.child.have.speech.and.completely.lose.the.ability.to.speak.in.adolescence.or.adulthood?_Yes/No"
85,"Did.your.child.have.speech.and.completely.lose.the.ability.to.speak.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Speech Status",,,,,"Did.your.child.have.speech.and.completely.lose.the.ability.to.speak.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
86,"Has.your.child.had.some.decrease.in.speech.in.adolescence.or.adulthood?","Yes/No","Speech Status",,,,,"Has.your.child.had.some.decrease.in.speech.in.adolescence.or.adulthood?_Yes/No"
87,"Has.your.child.had.some.decrease.in.speech.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Speech Status",,,,,"Has.your.child.had.some.decrease.in.speech.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
88,"Has.your.child’s.ability.to.pronounce.words.worsened.in.adolescence.or.adulthood?","Yes/No","Speech Status",,,,,"Has.your.child’s.ability.to.pronounce.words.worsened.in.adolescence.or.adulthood?_Yes/No"
89,"Has.your.child’s.ability.to.pronounce.words.worsened.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Speech Status",,,,,"Has.your.child’s.ability.to.pronounce.words.worsened.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
90,"Has.your.child’s.ability.to.pronounce.words.improved.in.adolescence.or.adulthood?","Yes/No","Speech Status",,,,,"Has.your.child’s.ability.to.pronounce.words.improved.in.adolescence.or.adulthood?_Yes/No"
91,"Has.your.child’s.ability.to.pronounce.words.improved.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Speech Status",,,,,"Has.your.child’s.ability.to.pronounce.words.improved.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
92,"Has.your.child’s.overall.ability.to.communicate.changed.in.adolescence.or.adulthood?",,"Communication",,,,,"Has.your.child’s.overall.ability.to.communicate.changed.in.adolescence.or.adulthood?"
93,"Has.your.child’s.overall.ability.to.communicate.worsened.in.adolescence.or.adulthood?","Yes/No","Communication Status",,,,,"Has.your.child’s.overall.ability.to.communicate.worsened.in.adolescence.or.adulthood?_Yes/No"
94,"Has.your.child’s.overall.ability.to.communicate.worsened.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Communication Status",,,,,"Has.your.child’s.overall.ability.to.communicate.worsened.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
95,"Has.your.child's.overall.ability.to.communicate.improved.in.adolescence.or.adulthood?","Yes/No","Communication Status",,,,,"Has.your.child's.overall.ability.to.communicate.improved.in.adolescence.or.adulthood?_Yes/No"
96,"Has.your.child's.overall.ability.to.communicate.improved.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Communication Status",,,,,"Has.your.child's.overall.ability.to.communicate.improved.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
97,"Has.your.child’s.ability.to.walk.worsened.in.adolescence.or.adulthood?","Yes/No","Motor Skills and Strength Status",,,,,"Has.your.child’s.ability.to.walk.worsened.in.adolescence.or.adulthood?_Yes/No"
98,"Has.your.child’s.ability.to.walk.worsened.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Motor Skills and Strength Status",,,,,"Has.your.child’s.ability.to.walk.worsened.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
99,"Has.your.child’s.ability.to.walk.improved.in.adolescence.or.adulthood?","Yes/No","Motor Skills and Strength Status",,,,,"Has.your.child’s.ability.to.walk.improved.in.adolescence.or.adulthood?_Yes/No"
100,"Has.your.child’s.ability.to.walk.improved.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Motor Skills and Strength Status",,,,,"Has.your.child’s.ability.to.walk.improved.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
101,"Has.your.child’s.ability.to.stand.worsened.in.adolescence.or.adulthood?","Yes/No","Motor Skills and Strength Status",,,,,"Has.your.child’s.ability.to.stand.worsened.in.adolescence.or.adulthood?_Yes/No"
102,"Has.your.child’s.ability.to.stand.worsened.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Motor Skills and Strength Status",,,,,"Has.your.child’s.ability.to.stand.worsened.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
103,"Has.your.child’s.ability.to.stand.improved.in.adolescence.or.adulthood?","Yes/No","Motor Skills and Strength Status",,,,,"Has.your.child’s.ability.to.stand.improved.in.adolescence.or.adulthood?_Yes/No"
104,"Has.your.child’s.ability.to.stand.improved.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Motor Skills and Strength Status",,,,,"Has.your.child’s.ability.to.stand.improved.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
105,"Has.your.child’s.ability.to.sit.upright.worsened.in.adolescence.or.adulthood?","Yes/No","Motor Skills and Strength Status",,,,,"Has.your.child’s.ability.to.sit.upright.worsened.in.adolescence.or.adulthood?_Yes/No"
106,"Has.your.child’s.ability.to.sit.upright.worsened.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Motor Skills and Strength Status",,,,,"Has.your.child’s.ability.to.sit.upright.worsened.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
107,"Has.your.child’s.ability.to.sit.upright.improved.in.adolescence.or.adulthood?","Yes/No","Motor Skills and Strength Status",,,,,"Has.your.child’s.ability.to.sit.upright.improved.in.adolescence.or.adulthood?_Yes/No"
108,"Has.your.child’s.ability.to.sit.upright.improved.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Motor Skills and Strength Status",,,,,"Has.your.child’s.ability.to.sit.upright.improved.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
109,"Has.your.child’s.balance.worsened.in.adolescence.or.adulthood?","Yes/No","Motor Skills and Strength Status",,,,,"Has.your.child’s.balance.worsened.in.adolescence.or.adulthood?_Yes/No"
110,"Has.your.child’s.balance.worsened.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Motor Skills and Strength Status",,,,,"Has.your.child’s.balance.worsened.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
111,"Has.your.child’s.balance.improved.in.adolescence.or.adulthood?","Yes/No","Motor Skills and Strength Status",,,,,"Has.your.child’s.balance.improved.in.adolescence.or.adulthood?_Yes/No"
112,"Has.your.child’s.balance.improved.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Motor Skills and Strength Status",,,,,"Has.your.child’s.balance.improved.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
113,"Has.your.child’s.use.of.his.or.her.hands.worsened.in.adolescence.or.adulthood?","Yes/No","Motor Skills and Strength Status",,,,,"Has.your.child’s.use.of.his.or.her.hands.worsened.in.adolescence.or.adulthood?_Yes/No"
114,"Has.your.child’s.use.of.his.or.her.hands.worsened.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Motor Skills and Strength Status",,,,,"Has.your.child’s.use.of.his.or.her.hands.worsened.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
115,"Has.your.child’s.use.of.his.or.her.hands.improved.in.adolescence.or.adulthood?","Yes/No","Motor Skills and Strength Status",,,,,"Has.your.child’s.use.of.his.or.her.hands.improved.in.adolescence.or.adulthood?_Yes/No"
116,"Has.your.child’s.use.of.his.or.her.hands.improved.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Motor Skills and Strength Status",,,,,"Has.your.child’s.use.of.his.or.her.hands.improved.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
117,"Did.your.child.experience.a.decrease.in.muscle.strength.in.adolescence.or.adulthood?","Yes/No","Motor Skills and Strength Status",,,,,"Did.your.child.experience.a.decrease.in.muscle.strength.in.adolescence.or.adulthood?_Yes/No"
118,"Did.your.child.experience.a.decrease.in.muscle.strength.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Motor Skills and Strength Status",,,,,"Did.your.child.experience.a.decrease.in.muscle.strength.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
119,"Did.your.child.experience.an.increase.in.muscle.strength.in.adolescence.or.adulthood?","Yes/No","Motor Skills and Strength Status",,,,,"Did.your.child.experience.an.increase.in.muscle.strength.in.adolescence.or.adulthood?_Yes/No"
120,"Did.your.child.experience.an.increase.in.muscle.strength.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Motor Skills and Strength Status",,,,,"Did.your.child.experience.an.increase.in.muscle.strength.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
121,"Does.your.child.have.tremors?",,"Tremors",1,,,,"Does.your.child.have.tremors?"
122,"Do.the.tremors.involve.the.head?","Yes/No","Tremor Status",,,,,"Do.the.tremors.involve.the.head?_Yes/No"
123,"Do.the.tremors.involve.the.head?","If.yes,.at.what.age?","Tremor Status",,,,,"Do.the.tremors.involve.the.head?_If.yes,.at.what.age?"
124,"Do.the.tremors.involve.the.upper.extremities?","Yes/No","Tremor Status",,,,,"Do.the.tremors.involve.the.upper.extremities?_Yes/No"
125,"Do.the.tremors.involve.the.upper.extremities?","If.yes,.at.what.age?","Tremor Status",,,,,"Do.the.tremors.involve.the.upper.extremities?_If.yes,.at.what.age?"
126,"Do.the.tremors.involve.the.lower.extremities?","Yes/No","Tremor Status",,,,,"Do.the.tremors.involve.the.lower.extremities?_Yes/No"
127,"Do.the.tremors.involve.the.lower.extremities?","If.yes,.at.what.age?","Tremor Status",,,,,"Do.the.tremors.involve.the.lower.extremities?_If.yes,.at.what.age?"
128,"Have.the.tremors.occurred.intermittently?.At.what.age.did.this.begin?","Yes/No","Tremor Status",,,,,"Have.the.tremors.occurred.intermittently?.At.what.age.did.this.begin?_Yes/No"
129,"Have.the.tremors.occurred.intermittently?.At.what.age.did.this.begin?","If.yes,.at.what.age?","Tremor Status",,,,,"Have.the.tremors.occurred.intermittently?.At.what.age.did.this.begin?_If.yes,.at.what.age?"
130,"Have.the.tremors.occurred.constantly?.At.what.age.did.this.begin?","Yes/No","Tremor Status",,,,,"Have.the.tremors.occurred.constantly?.At.what.age.did.this.begin?_Yes/No"
131,"Have.the.tremors.occurred.constantly?.At.what.age.did.this.begin?","If.yes,.at.what.age?","Tremor Status",,,,,"Have.the.tremors.occurred.constantly?.At.what.age.did.this.begin?_If.yes,.at.what.age?"
132,"Has.your.child.had.any.changes.in.swallowing.or.choking.in.adolescence.or.adulthood?",,"Swallowing and Choking",,,,,"Has.your.child.had.any.changes.in.swallowing.or.choking.in.adolescence.or.adulthood?"
133,"Has.your.child.developed.new.or.worsened.difficulties.in.swallowing.in.adolescence.or.adulthood?","Yes/No","Swallowing and Choking Status",,,,,"Has.your.child.developed.new.or.worsened.difficulties.in.swallowing.in.adolescence.or.adulthood?_Yes/No"
134,"Has.your.child.developed.new.or.worsened.difficulties.in.swallowing.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Swallowing and Choking Status",,,,,"Has.your.child.developed.new.or.worsened.difficulties.in.swallowing.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
135,"Has.your.child.had.an.increase.in.episodes.of.choking.in.adolescence.or.adulthood?","Yes/No","Swallowing and Choking Status",,,,,"Has.your.child.had.an.increase.in.episodes.of.choking.in.adolescence.or.adulthood?_Yes/No"
136,"Has.your.child.had.an.increase.in.episodes.of.choking.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Swallowing and Choking Status",,,,,"Has.your.child.had.an.increase.in.episodes.of.choking.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
137,"Has.your.child.had.a.decrease.in.episodes.of.choking.in.adolescence.or.adulthood?","Yes/No","Swallowing and Choking Status",,,,,"Has.your.child.had.a.decrease.in.episodes.of.choking.in.adolescence.or.adulthood?_Yes/No"
138,"Has.your.child.had.a.decrease.in.episodes.of.choking.in.adolescence.or.adulthood?","If.yes,.at.what.age?","Swallowing and Choking Status",,,,,"Has.your.child.had.a.decrease.in.episodes.of.choking.in.adolescence.or.adulthood?_If.yes,.at.what.age?"
139,"Has.your.child.had.an.increase.in.episodes.of.aspiration.(misdirection.of.food,.drink,.or.saliva.into.the.lungs).in.adolescence.or.adulthood?","Yes/No","Swallowing and Choking Status",,,,,"Has.your.child.had.an.increase.in.episodes.of.aspiration.(misdirection.of.food,.drink,.or.saliva.into.the.lungs).in.adolescence.or.adulthood?_Yes/No"
140,"Has.your.child.had.an.increase.in.episodes.of.aspiration.(misdirection.of.food,.drink,.or.saliva.into.the.lungs).in.adolescence.or.adulthood?","If.yes,.at.what.age?","Swallowing and Choking Status",,,,,"Has.your.child.had.an.increase.in.episodes.of.aspiration.(misdirection.of.food,.drink,.or.saliva.into.the.lungs).in.adolescence.or.adulthood?_If.yes,.at.what.age?"
